location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
32,0,0.99,81.69104897396676,2024-11-30,2024-11-30,quantile,wk inc flu hosp
33,0,0.99,26.243091877105787,2024-11-30,2024-11-30,quantile,wk inc flu hosp
34,0,0.99,31.324862652817714,2024-11-30,2024-11-30,quantile,wk inc flu hosp
35,0,0.99,57.55666191067685,2024-11-30,2024-11-30,quantile,wk inc flu hosp
36,0,0.99,209.41818867549114,2024-11-30,2024-11-30,quantile,wk inc flu hosp
37,0,0.99,80.24383101535881,2024-11-30,2024-11-30,quantile,wk inc flu hosp
38,0,0.99,12.796429109898373,2024-11-30,2024-11-30,quantile,wk inc flu hosp
39,0,0.99,1057.0559359363317,2024-11-30,2024-11-30,quantile,wk inc flu hosp
40,0,0.99,48.189066957593795,2024-11-30,2024-11-30,quantile,wk inc flu hosp
41,0,0.99,86.30421515154177,2024-11-30,2024-11-30,quantile,wk inc flu hosp
42,0,0.99,248.55138335603925,2024-11-30,2024-11-30,quantile,wk inc flu hosp
44,0,0.99,9.583569045703392,2024-11-30,2024-11-30,quantile,wk inc flu hosp
45,0,0.99,38.95568898879126,2024-11-30,2024-11-30,quantile,wk inc flu hosp
46,0,0.99,7.841179068870133,2024-11-30,2024-11-30,quantile,wk inc flu hosp
47,0,0.99,87.75176157011477,2024-11-30,2024-11-30,quantile,wk inc flu hosp
48,0,0.99,439.23868545956327,2024-11-30,2024-11-30,quantile,wk inc flu hosp
49,0,0.99,36.2748683668012,2024-11-30,2024-11-30,quantile,wk inc flu hosp
50,0,0.99,4.5417342927979965,2024-11-30,2024-11-30,quantile,wk inc flu hosp
51,0,0.99,73.9761395395437,2024-11-30,2024-11-30,quantile,wk inc flu hosp
53,0,0.99,78.35453482314398,2024-11-30,2024-11-30,quantile,wk inc flu hosp
54,0,0.99,24.004876282021232,2024-11-30,2024-11-30,quantile,wk inc flu hosp
55,0,0.99,61.64922488998831,2024-11-30,2024-11-30,quantile,wk inc flu hosp
56,0,0.99,23.85213729126909,2024-11-30,2024-11-30,quantile,wk inc flu hosp
72,0,0.99,81.0871941652018,2024-11-30,2024-11-30,quantile,wk inc flu hosp
US,0,0.99,5139.890395986244,2024-11-30,2024-11-30,quantile,wk inc flu hosp
01,1,0.01,9.03035421660485,2024-12-07,2024-11-30,quantile,wk inc flu hosp
02,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
04,1,0.01,164.74743643037536,2024-12-07,2024-11-30,quantile,wk inc flu hosp
05,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
06,1,0.01,215.2796034664955,2024-12-07,2024-11-30,quantile,wk inc flu hosp
08,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
09,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
10,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
11,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
12,1,0.01,145.73236294448444,2024-12-07,2024-11-30,quantile,wk inc flu hosp
13,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
15,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
16,1,0.01,2.6528956540192254,2024-12-07,2024-11-30,quantile,wk inc flu hosp
17,1,0.01,28.565867137878776,2024-12-07,2024-11-30,quantile,wk inc flu hosp
18,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
19,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
20,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
21,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
22,1,0.01,18.45839100438693,2024-12-07,2024-11-30,quantile,wk inc flu hosp
23,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
24,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
25,1,0.01,13.681461572944519,2024-12-07,2024-11-30,quantile,wk inc flu hosp
26,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
27,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
28,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
29,1,0.01,2.0511546779700507,2024-12-07,2024-11-30,quantile,wk inc flu hosp
30,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
31,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
32,1,0.01,4.480400027796371,2024-12-07,2024-11-30,quantile,wk inc flu hosp
33,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
34,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
35,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
36,1,0.01,26.165831720445524,2024-12-07,2024-11-30,quantile,wk inc flu hosp
37,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
38,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
39,1,0.01,150.42122705685085,2024-12-07,2024-11-30,quantile,wk inc flu hosp
40,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
41,1,0.01,2.7250690147748724,2024-12-07,2024-11-30,quantile,wk inc flu hosp
42,1,0.01,26.007871751883147,2024-12-07,2024-11-30,quantile,wk inc flu hosp
44,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
45,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
46,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
47,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
48,1,0.01,96.61362828747995,2024-12-07,2024-11-30,quantile,wk inc flu hosp
49,1,0.01,0.8361673072057433,2024-12-07,2024-11-30,quantile,wk inc flu hosp
50,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
51,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
53,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
54,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
55,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
56,1,0.01,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
72,1,0.01,11.361580522874153,2024-12-07,2024-11-30,quantile,wk inc flu hosp
US,1,0.01,1614.2435338206524,2024-12-07,2024-11-30,quantile,wk inc flu hosp
01,1,0.025,12.875648589401825,2024-12-07,2024-11-30,quantile,wk inc flu hosp
02,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
04,1,0.025,198.73234594110704,2024-12-07,2024-11-30,quantile,wk inc flu hosp
05,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
06,1,0.025,251.1323585038463,2024-12-07,2024-11-30,quantile,wk inc flu hosp
08,1,0.025,0.13910997879962134,2024-12-07,2024-11-30,quantile,wk inc flu hosp
09,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
10,1,0.025,0.6142136296650519,2024-12-07,2024-11-30,quantile,wk inc flu hosp
11,1,0.025,0.035619489378268365,2024-12-07,2024-11-30,quantile,wk inc flu hosp
12,1,0.025,193.94973962955515,2024-12-07,2024-11-30,quantile,wk inc flu hosp
13,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
15,1,0.025,0.7728451054648019,2024-12-07,2024-11-30,quantile,wk inc flu hosp
16,1,0.025,5.372000929573858,2024-12-07,2024-11-30,quantile,wk inc flu hosp
17,1,0.025,36.631665695832496,2024-12-07,2024-11-30,quantile,wk inc flu hosp
18,1,0.025,1.377943227724849,2024-12-07,2024-11-30,quantile,wk inc flu hosp
19,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
20,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
21,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
22,1,0.025,24.688603355423645,2024-12-07,2024-11-30,quantile,wk inc flu hosp
23,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
24,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
25,1,0.025,24.219593255991107,2024-12-07,2024-11-30,quantile,wk inc flu hosp
26,1,0.025,3.3137365487690347,2024-12-07,2024-11-30,quantile,wk inc flu hosp
27,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
28,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
29,1,0.025,5.990848692377094,2024-12-07,2024-11-30,quantile,wk inc flu hosp
30,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
31,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
32,1,0.025,8.010556078732819,2024-12-07,2024-11-30,quantile,wk inc flu hosp
33,1,0.025,0.07813880821513393,2024-12-07,2024-11-30,quantile,wk inc flu hosp
34,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
35,1,0.025,0.803179192331326,2024-12-07,2024-11-30,quantile,wk inc flu hosp
36,1,0.025,39.16485931464641,2024-12-07,2024-11-30,quantile,wk inc flu hosp
37,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
38,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
39,1,0.025,208.17172975016337,2024-12-07,2024-11-30,quantile,wk inc flu hosp
40,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
41,1,0.025,6.373784771422538,2024-12-07,2024-11-30,quantile,wk inc flu hosp
42,1,0.025,38.132901089062955,2024-12-07,2024-11-30,quantile,wk inc flu hosp
44,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
45,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
46,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
47,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
48,1,0.025,115.33981377678471,2024-12-07,2024-11-30,quantile,wk inc flu hosp
49,1,0.025,2.691932757825615,2024-12-07,2024-11-30,quantile,wk inc flu hosp
50,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
51,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
53,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
54,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
55,1,0.025,1.5333830896188194,2024-12-07,2024-11-30,quantile,wk inc flu hosp
56,1,0.025,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
72,1,0.025,16.06385778239118,2024-12-07,2024-11-30,quantile,wk inc flu hosp
US,1,0.025,2021.8846934246346,2024-12-07,2024-11-30,quantile,wk inc flu hosp
01,1,0.05,18.126362483350206,2024-12-07,2024-11-30,quantile,wk inc flu hosp
02,1,0.05,0.3050842196162021,2024-12-07,2024-11-30,quantile,wk inc flu hosp
04,1,0.05,232.7071301378222,2024-12-07,2024-11-30,quantile,wk inc flu hosp
05,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
06,1,0.05,290.0962938045141,2024-12-07,2024-11-30,quantile,wk inc flu hosp
08,1,0.05,3.3871946941212854,2024-12-07,2024-11-30,quantile,wk inc flu hosp
09,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
10,1,0.05,1.5284987304175592,2024-12-07,2024-11-30,quantile,wk inc flu hosp
11,1,0.05,0.7586360977165286,2024-12-07,2024-11-30,quantile,wk inc flu hosp
12,1,0.05,220.57978110452916,2024-12-07,2024-11-30,quantile,wk inc flu hosp
13,1,0.05,5.196107510153226,2024-12-07,2024-11-30,quantile,wk inc flu hosp
15,1,0.05,1.84912698646084,2024-12-07,2024-11-30,quantile,wk inc flu hosp
16,1,0.05,7.794873696378514,2024-12-07,2024-11-30,quantile,wk inc flu hosp
17,1,0.05,50.65788291770719,2024-12-07,2024-11-30,quantile,wk inc flu hosp
18,1,0.05,5.9108121557258375,2024-12-07,2024-11-30,quantile,wk inc flu hosp
19,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
20,1,0.05,1.5749238365517984,2024-12-07,2024-11-30,quantile,wk inc flu hosp
21,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
22,1,0.05,29.981850729801078,2024-12-07,2024-11-30,quantile,wk inc flu hosp
23,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
24,1,0.05,0.6393935772196163,2024-12-07,2024-11-30,quantile,wk inc flu hosp
25,1,0.05,31.707396315607102,2024-12-07,2024-11-30,quantile,wk inc flu hosp
26,1,0.05,10.470852533920333,2024-12-07,2024-11-30,quantile,wk inc flu hosp
27,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
28,1,0.05,1.3985748104685898,2024-12-07,2024-11-30,quantile,wk inc flu hosp
29,1,0.05,11.782332366621487,2024-12-07,2024-11-30,quantile,wk inc flu hosp
30,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
31,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
32,1,0.05,12.238661011183298,2024-12-07,2024-11-30,quantile,wk inc flu hosp
33,1,0.05,1.2463073681468881,2024-12-07,2024-11-30,quantile,wk inc flu hosp
34,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
35,1,0.05,3.782882018128585,2024-12-07,2024-11-30,quantile,wk inc flu hosp
36,1,0.05,54.817985884925314,2024-12-07,2024-11-30,quantile,wk inc flu hosp
37,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
38,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
39,1,0.05,245.75092551944073,2024-12-07,2024-11-30,quantile,wk inc flu hosp
40,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
41,1,0.05,10.400571881609041,2024-12-07,2024-11-30,quantile,wk inc flu hosp
42,1,0.05,52.77587248396255,2024-12-07,2024-11-30,quantile,wk inc flu hosp
44,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
45,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
46,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
47,1,0.05,2.213661069604033,2024-12-07,2024-11-30,quantile,wk inc flu hosp
48,1,0.05,137.33700999056455,2024-12-07,2024-11-30,quantile,wk inc flu hosp
49,1,0.05,4.735976728990909,2024-12-07,2024-11-30,quantile,wk inc flu hosp
50,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
51,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
53,1,0.05,2.7717927314318582,2024-12-07,2024-11-30,quantile,wk inc flu hosp
54,1,0.05,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
55,1,0.05,5.6959545483878475,2024-12-07,2024-11-30,quantile,wk inc flu hosp
56,1,0.05,0.6468424946601642,2024-12-07,2024-11-30,quantile,wk inc flu hosp
72,1,0.05,20.389359892738668,2024-12-07,2024-11-30,quantile,wk inc flu hosp
US,1,0.05,2316.5497402644332,2024-12-07,2024-11-30,quantile,wk inc flu hosp
01,1,0.1,22.986192608870816,2024-12-07,2024-11-30,quantile,wk inc flu hosp
02,1,0.1,1.1974825692969613,2024-12-07,2024-11-30,quantile,wk inc flu hosp
04,1,0.1,273.13073893197037,2024-12-07,2024-11-30,quantile,wk inc flu hosp
05,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
06,1,0.1,343.32381350070955,2024-12-07,2024-11-30,quantile,wk inc flu hosp
08,1,0.1,8.115065919443829,2024-12-07,2024-11-30,quantile,wk inc flu hosp
09,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
10,1,0.1,2.8969701226039355,2024-12-07,2024-11-30,quantile,wk inc flu hosp
11,1,0.1,1.5103177140885253,2024-12-07,2024-11-30,quantile,wk inc flu hosp
12,1,0.1,254.13401787027723,2024-12-07,2024-11-30,quantile,wk inc flu hosp
13,1,0.1,11.791090043354304,2024-12-07,2024-11-30,quantile,wk inc flu hosp
15,1,0.1,2.9323679620787693,2024-12-07,2024-11-30,quantile,wk inc flu hosp
16,1,0.1,11.644987912609782,2024-12-07,2024-11-30,quantile,wk inc flu hosp
17,1,0.1,62.851409613244186,2024-12-07,2024-11-30,quantile,wk inc flu hosp
18,1,0.1,11.880938639822714,2024-12-07,2024-11-30,quantile,wk inc flu hosp
19,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
20,1,0.1,3.973149783111415,2024-12-07,2024-11-30,quantile,wk inc flu hosp
21,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
22,1,0.1,37.509770719154446,2024-12-07,2024-11-30,quantile,wk inc flu hosp
23,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
24,1,0.1,5.026838426137241,2024-12-07,2024-11-30,quantile,wk inc flu hosp
25,1,0.1,41.315180093812465,2024-12-07,2024-11-30,quantile,wk inc flu hosp
26,1,0.1,18.26634349818802,2024-12-07,2024-11-30,quantile,wk inc flu hosp
27,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
28,1,0.1,4.093541861442169,2024-12-07,2024-11-30,quantile,wk inc flu hosp
29,1,0.1,18.591430020037336,2024-12-07,2024-11-30,quantile,wk inc flu hosp
30,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
31,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
32,1,0.1,16.647475353253704,2024-12-07,2024-11-30,quantile,wk inc flu hosp
33,1,0.1,2.8521087974711055,2024-12-07,2024-11-30,quantile,wk inc flu hosp
34,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
35,1,0.1,6.495522805391823,2024-12-07,2024-11-30,quantile,wk inc flu hosp
36,1,0.1,69.94365065801347,2024-12-07,2024-11-30,quantile,wk inc flu hosp
37,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
38,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
39,1,0.1,301.695885079439,2024-12-07,2024-11-30,quantile,wk inc flu hosp
40,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
41,1,0.1,15.864225722526587,2024-12-07,2024-11-30,quantile,wk inc flu hosp
42,1,0.1,70.23887774135149,2024-12-07,2024-11-30,quantile,wk inc flu hosp
44,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
45,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
46,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
47,1,0.1,7.373556714058127,2024-12-07,2024-11-30,quantile,wk inc flu hosp
48,1,0.1,164.23425845083136,2024-12-07,2024-11-30,quantile,wk inc flu hosp
49,1,0.1,6.773699336162408,2024-12-07,2024-11-30,quantile,wk inc flu hosp
50,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
51,1,0.1,5.03537688214367,2024-12-07,2024-11-30,quantile,wk inc flu hosp
53,1,0.1,7.323174815757824,2024-12-07,2024-11-30,quantile,wk inc flu hosp
54,1,0.1,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
55,1,0.1,11.829287462510024,2024-12-07,2024-11-30,quantile,wk inc flu hosp
56,1,0.1,1.4690966387835385,2024-12-07,2024-11-30,quantile,wk inc flu hosp
72,1,0.1,24.198767298127656,2024-12-07,2024-11-30,quantile,wk inc flu hosp
US,1,0.1,2612.733585710819,2024-12-07,2024-11-30,quantile,wk inc flu hosp
01,1,0.15,27.296946420173473,2024-12-07,2024-11-30,quantile,wk inc flu hosp
02,1,0.15,1.82371638753779,2024-12-07,2024-11-30,quantile,wk inc flu hosp
04,1,0.15,304.19541079127754,2024-12-07,2024-11-30,quantile,wk inc flu hosp
05,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
06,1,0.15,384.3597194455699,2024-12-07,2024-11-30,quantile,wk inc flu hosp
08,1,0.15,11.427407004092343,2024-12-07,2024-11-30,quantile,wk inc flu hosp
09,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
10,1,0.15,3.829086177219997,2024-12-07,2024-11-30,quantile,wk inc flu hosp
11,1,0.15,2.2036516724849795,2024-12-07,2024-11-30,quantile,wk inc flu hosp
12,1,0.15,275.7746513801429,2024-12-07,2024-11-30,quantile,wk inc flu hosp
13,1,0.15,17.216168596764643,2024-12-07,2024-11-30,quantile,wk inc flu hosp
15,1,0.15,3.847611583503618,2024-12-07,2024-11-30,quantile,wk inc flu hosp
16,1,0.15,14.760391516102878,2024-12-07,2024-11-30,quantile,wk inc flu hosp
17,1,0.15,70.55350959347284,2024-12-07,2024-11-30,quantile,wk inc flu hosp
18,1,0.15,16.90462334447609,2024-12-07,2024-11-30,quantile,wk inc flu hosp
19,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
20,1,0.15,5.933276195979553,2024-12-07,2024-11-30,quantile,wk inc flu hosp
21,1,0.15,2.266646880889976,2024-12-07,2024-11-30,quantile,wk inc flu hosp
22,1,0.15,42.72668195578962,2024-12-07,2024-11-30,quantile,wk inc flu hosp
23,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
24,1,0.15,8.008998916395244,2024-12-07,2024-11-30,quantile,wk inc flu hosp
25,1,0.15,49.036700919683696,2024-12-07,2024-11-30,quantile,wk inc flu hosp
26,1,0.15,25.24764563976747,2024-12-07,2024-11-30,quantile,wk inc flu hosp
27,1,0.15,1.4401808262899718,2024-12-07,2024-11-30,quantile,wk inc flu hosp
28,1,0.15,6.558587737535568,2024-12-07,2024-11-30,quantile,wk inc flu hosp
29,1,0.15,23.52550923023832,2024-12-07,2024-11-30,quantile,wk inc flu hosp
30,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
31,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
32,1,0.15,20.04560160088543,2024-12-07,2024-11-30,quantile,wk inc flu hosp
33,1,0.15,3.9285484409298657,2024-12-07,2024-11-30,quantile,wk inc flu hosp
34,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
35,1,0.15,8.81002991879348,2024-12-07,2024-11-30,quantile,wk inc flu hosp
36,1,0.15,83.15336537951268,2024-12-07,2024-11-30,quantile,wk inc flu hosp
37,1,0.15,4.450330011236695,2024-12-07,2024-11-30,quantile,wk inc flu hosp
38,1,0.15,0.16700288604038818,2024-12-07,2024-11-30,quantile,wk inc flu hosp
39,1,0.15,340.7003987351356,2024-12-07,2024-11-30,quantile,wk inc flu hosp
40,1,0.15,1.0652008969166848,2024-12-07,2024-11-30,quantile,wk inc flu hosp
41,1,0.15,21.098893250515,2024-12-07,2024-11-30,quantile,wk inc flu hosp
42,1,0.15,80.9383427689852,2024-12-07,2024-11-30,quantile,wk inc flu hosp
44,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
45,1,0.15,0.8976009883629711,2024-12-07,2024-11-30,quantile,wk inc flu hosp
46,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
47,1,0.15,11.977503702418451,2024-12-07,2024-11-30,quantile,wk inc flu hosp
48,1,0.15,186.60657651870187,2024-12-07,2024-11-30,quantile,wk inc flu hosp
49,1,0.15,8.560209614798858,2024-12-07,2024-11-30,quantile,wk inc flu hosp
50,1,0.15,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
51,1,0.15,9.56860162282919,2024-12-07,2024-11-30,quantile,wk inc flu hosp
53,1,0.15,11.121365318312861,2024-12-07,2024-11-30,quantile,wk inc flu hosp
54,1,0.15,0.09887207401972546,2024-12-07,2024-11-30,quantile,wk inc flu hosp
55,1,0.15,15.469457605780061,2024-12-07,2024-11-30,quantile,wk inc flu hosp
56,1,0.15,2.254446234045814,2024-12-07,2024-11-30,quantile,wk inc flu hosp
72,1,0.15,27.049746043225532,2024-12-07,2024-11-30,quantile,wk inc flu hosp
US,1,0.15,2840.118231135862,2024-12-07,2024-11-30,quantile,wk inc flu hosp
01,1,0.2,31.021296211899188,2024-12-07,2024-11-30,quantile,wk inc flu hosp
02,1,0.2,2.3472287642957887,2024-12-07,2024-11-30,quantile,wk inc flu hosp
04,1,0.2,331.49925361158625,2024-12-07,2024-11-30,quantile,wk inc flu hosp
05,1,0.2,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
06,1,0.2,412.9779320180742,2024-12-07,2024-11-30,quantile,wk inc flu hosp
08,1,0.2,14.137899230808646,2024-12-07,2024-11-30,quantile,wk inc flu hosp
09,1,0.2,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
10,1,0.2,4.862048612940269,2024-12-07,2024-11-30,quantile,wk inc flu hosp
11,1,0.2,2.7462262652093714,2024-12-07,2024-11-30,quantile,wk inc flu hosp
12,1,0.2,295.1750300512386,2024-12-07,2024-11-30,quantile,wk inc flu hosp
13,1,0.2,21.31734630690323,2024-12-07,2024-11-30,quantile,wk inc flu hosp
15,1,0.2,4.428099708326543,2024-12-07,2024-11-30,quantile,wk inc flu hosp
16,1,0.2,17.323092645299045,2024-12-07,2024-11-30,quantile,wk inc flu hosp
17,1,0.2,78.12305597437457,2024-12-07,2024-11-30,quantile,wk inc flu hosp
18,1,0.2,20.265175207537016,2024-12-07,2024-11-30,quantile,wk inc flu hosp
19,1,0.2,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
20,1,0.2,7.716677812947744,2024-12-07,2024-11-30,quantile,wk inc flu hosp
21,1,0.2,4.860892737648502,2024-12-07,2024-11-30,quantile,wk inc flu hosp
22,1,0.2,48.231420614453164,2024-12-07,2024-11-30,quantile,wk inc flu hosp
23,1,0.2,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
24,1,0.2,10.740410023737029,2024-12-07,2024-11-30,quantile,wk inc flu hosp
25,1,0.2,55.310555983920246,2024-12-07,2024-11-30,quantile,wk inc flu hosp
26,1,0.2,31.119046995445473,2024-12-07,2024-11-30,quantile,wk inc flu hosp
27,1,0.2,3.838009306640005,2024-12-07,2024-11-30,quantile,wk inc flu hosp
28,1,0.2,8.447967456851366,2024-12-07,2024-11-30,quantile,wk inc flu hosp
29,1,0.2,27.749461637253045,2024-12-07,2024-11-30,quantile,wk inc flu hosp
30,1,0.2,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
31,1,0.2,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
32,1,0.2,23.23067007220387,2024-12-07,2024-11-30,quantile,wk inc flu hosp
33,1,0.2,4.845853220250137,2024-12-07,2024-11-30,quantile,wk inc flu hosp
34,1,0.2,0.0,2024-12-07,2024-11-30,quantile,wk inc flu hosp
35,1,0.2,11.065858822293228,2024-12-07,2024-11-30,quantile,wk inc flu hosp
36,1,0.2,93.80508313417978,2024-12-07,2024-11-30,quantile,wk inc flu hosp
37,1,0.2,9.242581288554021,2024-12-07,2024-11-30,quantile,wk inc flu hosp
38,1,0.2,0.5461946969845755,2024-12-07,2024-11-30,quantile,wk inc flu hosp
39,1,0.2,374.194574464184,2024-12-07,2024-11-30,quantile,wk inc flu hosp
