"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"27",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",18.822252254757
"27",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",29.0052991130491
"27",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",39.4908060247592
"27",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",54.417858022948
"27",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"27",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",1.98679311207904
"27",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",9.69728199281587
"27",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",21.578030262594
"27",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",35.6948527642754
"27",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",50.681339382512
"27",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",74.0810226241055
"27",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"27",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",2.13384475259701
"27",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",7.94832616446037
"27",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",23.6763238284774
"27",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",46.7583109129459
"27",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",65.7682560918659
"27",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",95.4166842728863
"27",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"27",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",2.39950852542456
"27",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",7.49224984523801
"27",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",27.7676303649404
"27",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",51.9455425623219
"27",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",80.0627579056799
"27",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",129.018476984838
"28",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",6.06797395555006
"28",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",10.8516557469974
"28",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",14.6327208898707
"28",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",21.0803920721773
"28",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",26.3444890650764
"28",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",32.9003138048983
"28",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",42.5766855713531
"28",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",5.4370282590884
"28",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",9.65699841712032
"28",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",16.1345242686055
"28",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",24.5332209230069
"28",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",34.585841020796
"28",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",47.4158918872066
"28",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",65.6360043632593
"28",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",4.6535562279204
"28",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",10.1475000874686
"28",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",18.7093619871636
"28",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",31.1947071462885
"28",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",48.1468611659269
"28",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",61.1676938476276
"28",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",89.4475327192845
"28",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",3.32956809012864
"28",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",8.73767797450796
"28",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",18.175409998846
"28",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",33.7163082266031
"28",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",54.1435075654796
"28",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",74.4327920331549
"28",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",115.274855934158
"29",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",20.1647249133096
"29",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",29.9015079506818
"29",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",35.8328192512633
"29",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",44.2294913589964
"29",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",56.0373969552993
"29",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",69.3452602736445
"29",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",90.3972710415534
"29",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",20.382944680554
"29",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",25.9888931170592
"29",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",37.9049898403119
"29",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",57.3814043525523
"29",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",75.4588118012919
"29",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",92.2830625041784
"29",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",135.243732374005
"29",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",16.866022234634
"29",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",29.4398423088384
"29",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",40.1294336229276
"29",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",66.3313588278784
"29",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",98.4009694357918
"29",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",124.664893333702
"29",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",180.727033638224
"29",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",13.4794402951302
"29",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",29.7686747516369
"29",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",45.497223810216
"29",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",74.0846143201646
"29",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",115.608343327794
"29",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",151.343376322012
"29",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",226.336461450446
"30",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"30",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",0.0741749308178732
"30",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",0.381912940136739
"30",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",1.54137142567547
"30",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",3.78102104493712
"30",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",6.65060463312588
"30",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",11.5201697990905
"30",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"30",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",0.0887021508777313
"30",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",0.485738732900196
"30",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",2.12459097425663
"30",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",5.03592863515822
"30",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",9.58551792299207
"30",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",16.6610298148834
"30",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"30",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",0.134813767655308
"30",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",0.683324848403977
"30",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",3.05043754623034
"30",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",7.69705595651907
"30",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",14.4307380308956
"30",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",26.0633013624454
"30",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"30",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",0.163398924559731
"30",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",0.7605753455672
"30",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",3.92071286657741
"30",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",9.47372584241084
"30",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",18.5625057708738
"30",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",29.6502848849586
"31",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",0.505161681183859
"31",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",1.07314106049439
"31",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",2.4880214089111
"31",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",4.47019398669653
"31",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",6.93024690567621
"31",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",10.2324989951967
"31",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",13.2881317364451
"31",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",0.436713639711972
"31",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",1.11340661270428
"31",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",2.38196438632097
"31",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",5.91045584315479
"31",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",10.228108434632
"31",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",14.286745699287
"31",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",21.3525568094152
"31",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",0.417538852969171
"31",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",1.18778351835895
"31",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",2.85960119117587
"31",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",8.00543643273974
"31",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",15.903878338543
"31",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",19.2006107899637
"31",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",31.5858589648777
"31",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",0.388861316362134
"31",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",1.21598019868326
"31",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",2.85315458152646
"31",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",9.33585587796896
"31",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",16.3927804563119
"31",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",25.6653521228221
"31",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",39.1797975177349
"32",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",27.5842117775643
"32",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",32.2275367354706
"32",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",39.7560539341845
"32",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",47.5827831508154
"32",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",57.6589941118224
"32",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",68.9462375946845
"32",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",82.6773901285614
"32",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",25.9107615698987
"32",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",32.3944398173082
"32",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",42.9134443830501
"32",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",54.0560242944388
"32",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",70.9440129002195
"32",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",88.9891122528071
"32",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",113.840615191219
"32",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",21.0797182647291
"32",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",32.0906031401737
"32",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",44.3055680212756
"32",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",60.38311567205
"32",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",89.1129954920745
"32",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",108.988039198749
"32",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",142.044831552185
"32",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",18.7848212432956
"32",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",28.5755966443013
"32",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",42.0006248155393
"32",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",67.0312541432033
"32",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",102.743451923914
"32",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",119.681463683833
"32",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",169.594521615066
"33",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",3.81904677585308
"33",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",6.87431290128041
"33",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",9.1078864406428
"33",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",12.9941847360427
"33",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",17.0491544357015
"33",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",21.5606417655908
"33",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",26.8973311286479
"33",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",3.03528640638704
"33",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",5.72314588588283
"33",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",9.30527836804061
"33",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",14.384873360281
"33",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",20.2826119197167
"33",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",27.9053256666182
"33",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",38.5479621619723
"33",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",1.85518607442738
"33",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",4.60292784956627
"33",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",8.71341675885732
"33",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",14.9603687227701
"33",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",26.1655525629389
"33",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",33.9693151925364
"33",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",48.790380315405
"33",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",1.36033382327276
"33",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",4.61855717541765
"33",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",8.17769233013467
"33",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",15.7609203919076
"33",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",27.3692891659699
"33",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",38.7367844322848
"33",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",58.7622225791376
"34",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"34",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",0
"34",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",3.47124644680171
"34",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",11.1953981662261
"34",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",19.1264280694191
"34",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",32.8760014969387
"34",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",53.9409091066864
"34",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"34",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",0
"34",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",4.2907402922176
"34",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",14.9320877783773
"34",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",27.4781259655802
"34",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",46.2740823623936
"34",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",69.9222264191399
"34",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"34",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",0.891116414591914
"34",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",5.66094868762273
"34",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",22.2458801512584
"34",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",45.1949558844028
"34",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",69.4828855996016
"34",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",104.790296541957
"34",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"34",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",1.03375139629793
"34",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",6.14386788189765
"34",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",26.9299078102736
"34",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",55.1142930436609
"34",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",84.2009739114286
"34",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",130.077322280714
"35",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",11.3754512427059
"35",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",15.0167339254685
"35",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",19.4410314747992
"35",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",25.7671927740359
"35",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",33.3949733393517
"35",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",42.8994586033573
"35",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",53.7149202873333
"35",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",10.5439689368452
"35",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",13.9660931786556
"35",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",22.5853804433713
"35",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",32.9001931262396
"35",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",42.9137171156751
"35",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",54.5042508835769
"35",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",71.8630818016537
"35",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",7.97776658492711
"35",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",14.9315510071137
"35",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",24.038550035461
"35",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",38.111150915618
"35",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",54.7983268472788
"35",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",76.4601146513416
"35",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",104.341297304023
"35",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",6.90285925539181
"35",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",13.6112962368562
"35",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",22.7962184810101
"35",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",42.5933929058551
"35",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",65.5086782224546
"35",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",91.6160937250958
"35",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",121.713075948071
"36",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",55.7105335170546
"36",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",76.5263458926375
"36",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",90.750279965478
"36",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",113.106660064213
"36",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",135.523046684256
"36",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",172.274888196581
"36",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",216.441715850485
"36",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",60.8933966013481
"36",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",80.2087278812042
"36",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",110.211980862686
"36",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",146.845198213073
"36",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",180.324093336758
"36",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",217.169085083496
"36",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",294.175108860076
"36",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",55.969437643998
"36",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",89.2564338893025
"36",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",118.97529768708
"36",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",180.577424877461
"36",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",243.015730035126
"36",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",276.39263527492
"36",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",380.717134087772
"36",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",52.4366013378133
"36",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",88.8486945811105
"36",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",120.390235159448
"36",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",199.124866312872
"36",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",292.946196855329
"36",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",359.022737787565
"36",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",490.980346457639
"37",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",7.10942309265441
"37",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",15.2002364220224
"37",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",25.2408655040443
"37",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",35.199255689587
"37",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",48.9840245280172
"37",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",63.8251413762312
"37",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",88.5754198802592
"37",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",6.81955316302157
"37",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",14.4985702355479
"37",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",24.8960214046485
"37",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",44.3261117276637
"37",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",63.4345006619639
"37",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",84.5398056985169
"37",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",131.389501974532
"37",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",6.6237492199944
"37",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",13.0741884361021
"37",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",27.4737464086626
"37",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",53.5593587049132
"37",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",86.9307404135385
"37",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",110.385207788589
"37",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",173.799591775912
"37",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",6.24299049501718
"37",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",11.7637097981443
"37",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",26.3558119095919
"37",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",58.9963290928758
"37",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",100.783630758001
"37",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",143.826352946005
"37",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",240.558112836197
"38",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",0.206404711674158
